(find c/textseg_sizes | xargs cat),   (find c/instruction_counts | xargs cat)
file13726,3900
file12779,10535
file12783,779
file13645,9927
file12775,19618
file13732,1036
file13636,23289
file12776,8966
file13729,2802
file12787,781
file12794,1973
file13650,22050
file12792,224
file13730,1369
file13608,21109
file12788,3286
file12791,1141
file12793,4513
file12797,221
file12795,1716
file13731,1604
file12800,645
file12790,2620
file13733,4997
file12733,51044
file12796,6224
file12799,1200
file13627,26769
file13641,76783
file13734,8395
file13737,2129
file12891,137844
file12810,84131
file12798,46333
file12789,56943
file13677,1267
file13628,23463
file13739,183
file13667,1896
file13738,65
file13669,1397
file13722,34173
file13678,887
file13671,4943
file13674,2674
file13740,982
file13668,4925
file13735,2104
file13672,4592
file13602,35125
file13676,574
file13744,10853
file13675,546
file13742,2253
file13680,1432
file13713,20225
file13679,4309
file13747,376
file13673,16450
file13746,691
file13745,338
file13601,57416
file13670,16321
file13741,9502
file13725,23077
file13743,4688
file14726,1136
file13736,15385
file14732,1470
file13755,5927
file13750,3443
file13751,870
file13754,2709
file13759,1094
file14722,2578
file13757,583
file13760,868
file13752,6818
file14728,4363
file14729,3521
file13753,10725
file14735,206
file13758,385
file14734,1607
file14725,1261
file14727,7050
file13749,8751
file14730,1133
file14736,917
file14724,1656
file14738,1668
file14741,281
file14731,3031
file14737,1008
file14744,81
file13685,39595
file14747,7381
file13756,19362
file14750,339
file14749,1859
file14740,8443
file14752,1222
file14748,2892
file14755,705
file14751,605
file14723,6575
file14758,3251
file14743,2805
file14742,5934
file14757,3788
file14762,1469
file14753,1812
file14721,8994
file14760,587
file14754,4417
file14745,6429
file14763,9104
file14756,3219
file14761,546
file14764,1706
file14759,2208
file14746,7819
file13715,81751
file14777,1407
file14765,13641
file14739,8698
file12835,171720
file14774,667
file14772,758
file14769,1419
file14773,199
file14776,356
file14766,573
file14771,1005
file14770,3317
file13704,103174
file14768,4920
file14775,1908
file14781,1063
file14784,432
file14767,6734
file14778,4383
file14779,15334
file14783,65
file14790,4771
file14780,2976
file14785,172
file14787,1131
file14786,950
file15781,53
file15769,409
file15767,954
file14789,2313
file15785,542
file15774,796
file15762,504
file14782,13095
file14799,101
file14793,9020
file14800,11505
file14795,655
file15768,1803
file15787,2132
file15790,1445
file14794,3559
file15794,1804
file15786,1716
file15783,2186
file15779,410
file15778,1506
file15797,915
file14796,5083
file14792,21066
file14797,12404
file15773,657
file15765,992
file14791,18889
file15780,1964
file14788,16562
file15796,3306
file15764,2734
file15800,1309
file15775,3193
file15770,3049
file15792,1501
file15799,568
file15788,3000
file15777,510
file15789,4971
file15805,340
file13748,129081
file15784,3459
file15807,614
file15802,4074
file15772,2466
file15801,1318
file15798,4709
file15791,4904
file15771,3784
file15803,4626
file15810,204
file15808,9600
file15812,266
file15766,6182
file15795,13031
file15820,582
file15815,1059
file15811,2594
file15819,1665
file15809,3505
file15818,259
file15822,257
file15814,1622
file15793,7163
file15804,9897
file15824,956
file15821,3826
file15782,13293
file15816,2280
file15813,4670
file15823,10507
file15761,17742
file15806,25125
file15763,33101
file14733,122627
file15828,613
file15827,805
file15825,3169
file14798,74314
file15826,3318
file15831,3975
file15830,2095
file15834,2317
file15839,1215
file15838,509
file15829,5905
file15840,324
file15835,164
file15837,11290
file15832,7912
file12727,693285
file16243,2257
file16246,383
file16247,246
file16242,1038
file16248,855
file15833,32634
file16251,518
file16259,356
file16241,8086
file16250,343
file16255,2257
file16265,394
file16268,396
file16264,1735
file16267,930
file16244,2820
file16271,765
file16257,3069
file16272,167
file16252,8434
file16274,705
file16256,3711
file15776,119048
file16275,800
file16276,381
file16277,919
file16287,291
file16245,5842
file16281,4554
file16285,153
file16279,49
file16280,8950
file16273,3779
file16270,4330
file16269,10442
file16253,9340
file16282,5822
file16283,31253
file16260,17950
file16266,6438
file16291,685
file16293,5305
file16284,6423
file16278,8974
file16254,16077
file16289,1481
file16249,8665
file16286,3688
file16292,2269
file16261,15987
file13643,336349
file1618,1515290
file16295,1232
file16297,61
file16300,1298
file16296,3268
file16301,844
file16262,31344
file17283,487
file16302,701
file17289,532
file17296,365
file17282,90
file17692,806
file17287,806
file16308,1324
file16305,2721
file17281,1305
file17297,2245
file16306,2101
file17683,926
file16288,14765
file16298,9547
file17286,8543
file17703,814
file17285,1733
file17294,260
file16312,1169
file16310,1174
file16294,8673
file17695,259
file17697,2707
file16309,1284
file16313,1750
file17290,348
file17682,24680
file17693,508
file17685,3302
file16315,19238
file16314,14191
file16303,5585
file16316,281
file16320,433
file17702,1570
file17696,5483
file16307,2505
file17698,6768
file17299,3945
file16317,786
file17690,2164
file17295,1802
file17284,6583
file16319,305
file17701,920
file17305,448
file17301,2621
file17308,1962
file17303,451
file16318,20330
file17691,2735
file17706,5770
file17684,7334
file17699,3666
file16290,35379
file17302,1769
file17689,4223
file17310,690
file17705,1203
file17710,141
file17318,1619
file17293,4002
file17313,2702
file17292,7147
file17709,1296
file15836,194470
file17298,2792
file17304,3471
file17314,826
file17712,1235
file17309,1972
file17319,1418
file16311,70930
file17711,984
file17707,2163
file17718,93
file17311,8590
file17713,530
file17315,4068
file17320,651
file17321,7764
file17717,926
file17719,5613
file17323,3304
file17716,713
file17307,11178
file17316,2946
file17715,454
file17700,11749
file17714,2394
file17725,1275
file17324,615
file17306,7477
file17687,20387
file17720,870
file17721,1099
file17325,1549
file17312,7356
file17708,7554
file17331,4304
file17317,9908
file17724,2473
file17723,12040
file17694,12556
file17726,2056
file17326,3197
file17688,13918
file17686,14617
file17722,3564
file17327,1274
file17329,2246
file17727,8928
file17330,787
file16263,115245
file17729,1136
file17731,199
file17730,828
file17728,934
file17288,39232
file1680,1534636
file17333,276
file18403,540
file17335,930
file17735,89
file17734,2062
file17732,3892
file17341,1274
file17328,1329
file18405,1148
file17339,274
file17736,1786
file17337,2026
file18408,906
file18401,1306
file17332,9044
file18402,488
file17733,2825
file17737,267
file17681,29889
file17742,671
file17322,19366
file17336,824
file18412,278
file18411,1341
file18409,83
file17342,10236
file18414,1236
file17340,437
file18410,4170
file18407,4552
file18413,373
file18404,2325
file18422,913
file18420,2217
file17343,3459
file17338,3125
file17352,303
file18416,984
file18419,1313
file17743,759
file18406,2935
file17347,3241
file18423,1661
file17747,1081
file17704,25811
file17746,315
file17738,3370
file18418,2268
file17349,7330
file17355,3982
file18425,2131
file17751,859
file17741,8399
file17353,756
file18426,2839
file17744,3047
file17758,329
file17354,260
file17346,669
file18421,1786
file17351,1723
file17753,431
file17748,1679
file17348,2675
file17291,37750
file17755,604
file17356,587
file17754,416
file17756,1979
file17757,10640
file17752,1914
file17740,4781
file17359,314
file17739,15905
file17334,17823
file17745,12321
file17357,3562
file18424,3688
file18427,754
file17749,7148
file17358,1395
file18429,4966
file17350,12483
file18431,4799
file18432,11549
file17344,14639
file17759,9391
file18435,571
file18415,10738
file17360,8594
file17760,11422
file18428,7098
file18433,3383
file18430,8171
file17750,18111
file18442,4289
file18417,11673
file18434,2852
file18436,500
file18438,302
file18437,1929
file18439,202
file18443,475
file18451,1072
file18448,712
file18445,1181
file15817,195675
file18455,663
file18440,2395
file18447,4567
file17345,52160
file18449,293
file18444,5014
file18453,1603
file18452,9287
file16304,142152
file18457,1736
file18456,1165
file18461,1268
file18458,467
file18462,5255
file18459,386
file18450,2643
file18465,172
file17300,103450
file10436,690725
file18460,806
file18463,212
file18466,22564
file18464,1398
file18477,90
file18470,1908
file18467,4901
file18475,85
file18480,590
file18478,2887
file18472,2952
file18468,2802
file18471,1340
file18476,5000
file18469,5537
file18479,2230
file18474,6042
file18473,18098
file18454,25383
file18824,1250
file18813,53
file18810,580
file18807,269
file18833,1089
file18821,1665
file18825,4253
file18808,1105
file18816,653
file18815,671
file18827,394
file18822,3149
file18805,844
file18809,1587
file18819,4348
file18838,178
file18832,544
file18826,645
file18837,478
file18834,8243
file18803,2968
file18836,394
file18844,2191
file19208,690
file18802,1256
file18817,2518
file18828,1484
file19209,604
file18801,2750
file19201,416
file18831,3283
file18814,1740
file18845,199
file18862,1150
file19220,1470
file18823,4978
file18843,332
file18840,3083
file19207,7755
file19213,892
file18806,5674
file19205,1182
file18846,2217
file18847,3052
file18830,3425
file19215,1584
file19216,452
file18842,6932
file18848,467
file19211,1693
file18849,4379
file19217,694
file19210,823
file19218,8019
file18858,157
file19226,1443
file18855,1010
file18811,11654
file18856,1177
file19227,1136
file18854,3428
file19221,3313
file19214,1777
file18859,104
file18820,18147
file19446,1964
file18812,21234
file18860,278
file18857,221
file19219,2229
file18441,135745
file18852,2099
file18850,1312
file18446,149650
file18853,465
file18861,775
file19231,557
file18851,3474
file19233,447
file19234,123
file19235,350
file19447,861
file19222,6924
file19444,293
file19453,115
file19232,2887
file19230,54
file18829,1592417
file19229,10563
file19441,1005
file19236,275
file18839,9877
file19448,1914
file19459,422
file18804,28287
file18835,29322
file19445,956
file19457,1619
file19238,1608
file19450,5250
file19228,4608
file19461,1914
file18872,657
file19442,3772
file18866,3209
file18868,2057
file19239,3320
file19462,2906
file18864,2817
file19458,1340
file18878,718
file19452,2725
file18865,1979
file18879,3126
file19456,465
file19451,1222
file18875,616
file19467,199
file19204,17516
file19443,4426
file18874,28338
file18863,809
file18867,11494
file19471,2380
file18869,5984
file18877,2433
file19468,7090
file19465,471
file19469,1396
file18873,4167
file18871,13233
file19237,9253
file18870,4361
file18818,28337
file19240,13013
file19460,793
file19470,1690
file19223,9468
file19479,642
file19525,1352
file19242,271
file18880,670
file19449,2330
file19464,1654
file19206,34866
file19523,4174
file19476,938
file19473,587
file18841,49808
file19535,875
file19241,1115
file19243,16872
file19480,986
file19541,668
file19557,2887
file19531,591
file19475,713
file19486,4596
file19252,53
file19482,6482
file19555,2398
file19522,755
file19540,1954
file19245,5261
file19567,1112
file19455,70870
file19564,567
file19562,1216
file19572,107
file19548,6765
file19225,14190
file19579,1141
file19484,1053
file19580,658
file19551,435
file19552,1200
file19575,3157
file19576,551
file19474,3987
file19483,89
file19537,2431
file19478,2600
file19556,1883
file19251,817
file19534,1373
file19554,1325
file19573,262
file19571,480
file19544,477
file19466,10000
file19481,5654
file19521,3845
file19536,4292
file19246,2887
file19565,2307
file19488,488
file19568,2258
file19543,1195
file19577,2151
file19582,855
file19547,2298
file19526,10544
file19487,3308
file19584,2043
file19489,2998
file19491,3947
file19485,6934
file19529,9850
file19493,1924
file19566,2100
file19546,2361
file19574,2315
file19527,3451
file19558,3313
file19578,1876
file19249,1297
file19262,1299
file19530,4539
file19247,1442
file19553,6677
file19533,8092
file19538,6418
file19256,1273
file19550,2881
file19263,180
file19257,3096
file19532,8027
file19583,85378
file19495,2488
file19563,4851
file19250,918
file19261,175
file19549,11065
file19569,8839
file19490,12283
file19494,263
file19570,8616
file19454,29872
file19258,1112
file19255,70
file19524,12928
file19500,1657
file19542,18636
file19244,12023
file19539,9754
file19502,1729
file19496,1251
file19254,8848
file19561,21287
file19259,6302
file19504,1371
file19498,1645
file19202,24074
file19253,10990
file19267,120
file19477,14723
file19559,16608
file19560,30095
file19492,9025
file19271,204
file19501,1136
file19269,807
file19266,1504
file19276,1369
file19260,14741
file19273,1426
file19203,28523
file19509,1024
file19278,533
file19497,9227
file19277,1589
file19265,7073
file19270,830
file19581,26541
file19275,304
file19510,2731
file19268,2156
file19280,2014
file19508,6000
file19512,7514
file19279,2897
file19596,1158
file19264,14781
file19528,28591
file19598,671
file19590,2292
file19513,386
file19511,806
file19585,1885
file19545,27546
file19593,212
file19506,2227
file19515,496
file19589,1527
file19274,11353
file19587,687
file19586,5979
file19594,1259
file19588,4514
file19592,7509
file19472,19691
file19600,1833
file19516,765
file19599,1418
file19514,11201
file19224,18206
file19248,36940
file19517,631
file19591,12878
file19518,927
file19519,705
file19520,6248
file19503,11599
file19597,18008
file19272,20555
file19595,11652
file21045,4253
file19499,40196
file19505,16428
file21047,1387
file21042,1323
file21044,364
file21041,1783
file21049,694
file21046,2843
file21052,620
file21055,633
file21054,696
file21050,3791
file21048,2204
file21057,537
file21056,1063
file21053,348
file21059,493
file21061,204
file21062,676
file21064,683
file21066,821
file21067,369
file21065,964
file21058,655
file21068,1122
file21073,7698
file21069,3095
file19507,39362
file19212,115673
file21060,1740
file21075,344
file21076,925
file19463,124934
file21079,6169
file21077,2775
file21078,2090
file21063,5494
file21043,23833
file21071,6180
file21074,10644
file21082,3222
file21072,5879
file21084,357
file21086,1107
file21087,2246
file21081,5315
file16258,635385
file21093,2421
file21097,830
file21091,7630
file21085,14589
file21098,9713
file21773,697
file21765,157
file21764,2238
file21774,654
file21088,12306
file21096,4594
file21763,15140
file21102,1765
file21070,19764
file21776,6035
file21099,4612
file21771,709
file21772,882
file21103,71
file21092,23366
file21100,2340
file21762,16781
file21769,3012
file21777,5274
file21106,785
file21108,281
file21117,1081
file21105,470
file21101,1033
file21781,731
file21110,1119
file21779,2102
file21767,2813
file21089,19559
file21780,647
file21778,537
file21109,3736
file21104,5470
file21112,743
file21783,1562
file21111,2079
file21784,967
file21107,10925
file21118,1289
file21782,1287
file21787,1874
file21761,13159
file21766,2728
file21114,20797
file21115,6069
file21785,181
file21795,1707
file21789,378
file21119,6368
file21788,2047
file21051,66287
file21790,1478
file21775,6854
file16299,434085
file21796,1679
file21792,712
file21794,1449
file21770,8982
file21113,7634
file21793,1173
file21797,323
file21798,4019
file21800,1677
file21083,93966
file22162,1333
file21786,12754
file22168,2339
file22170,1273
file21801,1068
file22175,1253
file22179,2707
file21807,614
file22165,1979
file22163,820
file22180,150
file21804,1058
file21805,1372
file22174,70
file22178,1673
file22173,270
file22167,4307
file22181,394
file21816,287
file22176,519
file21802,2865
file22177,536
file21820,2342
file21808,476
file21813,1634
file21814,229
file21803,346
file22169,1623
file22185,284
file21809,469
file21090,88153
file22182,2810
file22171,3169
file22187,335
file22186,1645
file22190,1440
file22184,1693
file21818,3340
file22164,5842
file21822,1434
file21821,893
file22161,8755
file22188,1229
file22193,322
file21825,1618
file22192,3385
file22194,482
file22198,309
file22172,9147
file21826,563
file21827,1148
file21811,5110
file22196,350
file21817,9329
file21768,34247
